Scaffold,Transcription Start,Strand,Name,Gene,Product
NC_007604,2084941,-,-,Synpcc7942_2016,photosystem II PsbX protein
NC_007604,2085077,+,-,Synpcc7942_2017,hypothetical protein
NC_007604,2085523,-,-,Synpcc7942_R0003,Thr tRNA
NC_007604,2085584,+,-,Synpcc7942_2018,hypothetical protein
NC_007604,2086762,-,-,Synpcc7942_2019,hypothetical protein
NC_007604,2090017,-,infB,Synpcc7942_2020,translation initiation factor IF-2
NC_007604,2090381,-,-,Synpcc7942_2021,hypothetical protein
NC_007604,2091703,-,nusA,Synpcc7942_2022,transcription elongation factor NusA
NC_007604,2092267,-,-,Synpcc7942_2023,hypothetical protein
NC_007604,2093258,-,-,Synpcc7942_2024,hypothetical protein
NC_007604,2093363,+,-,Synpcc7942_2025,glycosyltransferase
NC_007604,2094451,+,-,Synpcc7942_2026,glycosyltransferase
NC_007604,2095857,+,-,Synpcc7942_2027,glycosly transferase
NC_007604,2096601,+,-,Synpcc7942_2028,glycosyltransferase
NC_007604,2097799,+,pgi,Synpcc7942_2029,glucose-6-phosphate isomerase
NC_007604,2100318,-,-,Synpcc7942_2030,phycobilisome rod-core linker polypeptide
NC_007604,2101004,-,-,Synpcc7942_2031,hypothetical protein
NC_007604,2101118,+,-,Synpcc7942_2032,multidrug-efflux transporter quinolene resistance protein NorA
NC_007604,2102330,+,-,Synpcc7942_2033,hypothetical protein
NC_007604,2103270,+,-,Synpcc7942_2034,hypothetical protein
NC_007604,2105518,-,-,Synpcc7942_2035,hypothetical protein
NC_007604,2106526,-,-,Synpcc7942_2036,hypothetical protein
NC_007604,2107163,-,-,Synpcc7942_2037,hypothetical protein
NC_007604,2108059,-,-,Synpcc7942_2038,transcriptional regulator
NC_007604,2109339,-,-,Synpcc7942_2039,hypothetical protein
NC_007604,2110133,-,-,Synpcc7942_2040,sugar fermentation stimulation protein A
NC_007604,2110181,+,-,Synpcc7942_2041,integral membrane protein MviN
NC_007604,2112136,-,-,Synpcc7942_2042,hypothetical protein
NC_007604,2112672,-,-,Synpcc7942_2043,S-adenosylmethionine decarboxylase proenzyme
NC_007604,2114044,-,-,Synpcc7942_2044,hypothetical protein
NC_007604,2117721,-,-,Synpcc7942_2045,condensin subunit Smc
NC_007604,2118062,+,-,Synpcc7942_2046,glycine cleavage system protein H
NC_007604,2118502,+,-,Synpcc7942_2047,glycine dehydrogenase
NC_007604,2123744,-,psaB,Synpcc7942_2048,photosystem I P700 chlorophyll a apoprotein A2
NC_007604,2126250,-,psaA,Synpcc7942_2049,photosystem I P700 chlorophyll a apoprotein A1
NC_007604,2126401,+,-,Synpcc7942_2050,hypothetical protein
NC_007604,2129303,-,-,Synpcc7942_2051,hypothetical protein
NC_007604,2130186,-,-,Synpcc7942_2052,oligopeptides ABC transporter permease
NC_007604,2130328,+,-,Synpcc7942_2053,peptidase
NC_007604,2133197,-,-,Synpcc7942_2054,hypothetical protein
NC_007604,2133299,+,-,Synpcc7942_2055,2-octaprenyl-6-methoxyphenyl hydroxylase
NC_007604,2134608,+,-,Synpcc7942_2056,hypothetical protein
NC_007604,2135019,+,-,Synpcc7942_2057,membrane protein
NC_007604,2136561,-,-,Synpcc7942_2058,pyrroline-5-carboxylate reductase
NC_007604,2137306,-,-,Synpcc7942_2059,hypothetical protein
NC_007604,2138169,-,-,Synpcc7942_2060,hypothetical protein
NC_007604,2138476,-,-,Synpcc7942_2061,hypothetical protein
NC_007604,2139820,-,-,Synpcc7942_2062,lycopene cyclase (CrtL-type)
NC_007604,2140667,-,surE,Synpcc7942_2063,stationary phase survival protein SurE
NC_007604,2140803,+,pheS,Synpcc7942_2064,phenylalanyl-tRNA synthetase subunit alpha
NC_007604,2142182,-,-,Synpcc7942_2065,hypothetical protein
NC_007604,2143310,-,-,Synpcc7942_2066,tRNA-dihydrouridine synthase A
NC_007604,2143337,+,-,Synpcc7942_2067,hypothetical protein
NC_007604,2145108,-,-,Synpcc7942_2068,hypothetical protein
NC_007604,2146341,-,pilC,Synpcc7942_2069,fimbrial assembly protein PilC-like protein
NC_007604,2147454,-,pilT,Synpcc7942_2070,twitching motility protein
NC_007604,2149546,-,pilB,Synpcc7942_2071,"pilB, ATPase"
NC_007604,2149698,+,-,Synpcc7942_2072,heat shock protein GrpE
NC_007604,2150516,+,-,Synpcc7942_2073,molecular chaperone DnaK
NC_007604,2152639,+,-,Synpcc7942_2074,molecular chaperone DnaJ
NC_007604,2153766,+,-,Synpcc7942_2075,hypothetical protein
NC_007604,2154014,+,-,Synpcc7942_2076,ribosome-associated GTPase
NC_007604,2155133,+,-,Synpcc7942_2077,hypothetical protein
NC_007604,2156565,-,-,Synpcc7942_2078,phosphoglycerate mutase
NC_007604,2157782,-,-,Synpcc7942_2079,acetate kinase
NC_007604,2157991,+,-,Synpcc7942_2080,phosphoketolase
NC_007604,2161554,-,-,Synpcc7942_2081,glycosyl transferase
NC_007604,2163595,-,-,Synpcc7942_2082,elongation factor G
NC_007604,2163925,+,-,Synpcc7942_2083,multiple antibiotic resistance (MarC)-like protein
NC_007604,2165670,-,-,Synpcc7942_2084,bacteriochlorophyll/chlorophyll a synthase
NC_007604,2166759,-,-,Synpcc7942_2085,anion transporting ATPase
NC_007604,2166991,-,-,Synpcc7942_2086,hypothetical protein
NC_007604,2167149,+,-,Synpcc7942_2087,imidazole glycerol phosphate synthase subunit HisF
NC_007604,2168002,+,-,Synpcc7942_2088,hypothetical protein
NC_007604,2169598,-,-,Synpcc7942_2089,thioredoxin
NC_007604,2169842,+,-,Synpcc7942_2090,homoserine dehydrogenase
NC_007604,2171430,+,-,Synpcc7942_2091,NAD(P)H-quinone oxidoreductase subunit F
NC_007604,2173280,+,-,Synpcc7942_2092,proton-translocating NADH-quinone oxidoreductase subunit M
NC_007604,2174870,+,-,Synpcc7942_2093,CO2 hydration protein
NC_007604,2176209,+,-,Synpcc7942_2094,Beta-Ig-H3/fasciclin
NC_007604,2176855,+,-,Synpcc7942_2095,hypothetical protein
NC_007604,2177442,+,-,Synpcc7942_2096,GAF sensor-containing diguanylate cyclase
NC_007604,2180391,-,-,Synpcc7942_2097,hypothetical protein
NC_007604,2180457,+,-,Synpcc7942_2098,"dTDP-4-dehydrorhamnose 3,5-epimerase"
NC_007604,2181005,+,-,Synpcc7942_2099,dTDP-4-dehydrorhamnose reductase
NC_007604,2181871,+,-,Synpcc7942_2100,"dTDP-glucose 4,6-dehydratase"
NC_007604,2182941,+,-,Synpcc7942_2101,glucose-1-phosphate thymidylyltransferase
NC_007604,2183837,+,-,Synpcc7942_2102,NAD-reducing hydrogenase gamma
NC_007604,2184523,-,-,Synpcc7942_2103,hypothetical protein
NC_007604,2185190,-,-,Synpcc7942_2104,cyanate hydratase
NC_007604,2186060,-,-,Synpcc7942_2105,nitrate transport ATP-binding subunits C and D
NC_007604,2186855,-,-,Synpcc7942_2106,nitrate transport permease
NC_007604,2188454,-,-,Synpcc7942_2107,ABC-type nitrate/sulfonate/bicarbonate transport systems periplasmic components-like protein
NC_007604,2188718,+,-,Synpcc7942_2108,hypothetical protein
NC_007604,2189141,+,-,Synpcc7942_2109,ATPase
NC_007604,2191900,-,fmt,Synpcc7942_2110,methionyl-tRNA formyltransferase
NC_007604,2192025,+,-,Synpcc7942_2111,xylose repressor
NC_007604,2193502,-,-,Synpcc7942_2112,hypothetical protein
NC_007604,2193730,+,-,Synpcc7942_2113,ribose-phosphate pyrophosphokinase
NC_007604,2194827,+,-,Synpcc7942_2114,adaptive-response sensory kinase
NC_007604,2196083,+,-,Synpcc7942_R0007,Glu tRNA
NC_007604,2197128,-,-,Synpcc7942_2115,hypothetical protein
NC_007604,2198150,-,-,Synpcc7942_2116,hypothetical protein
NC_007604,2199642,-,gatA,Synpcc7942_2117,aspartyl/glutamyl-tRNA amidotransferase subunit A
NC_007604,2199981,-,-,Synpcc7942_2118,hypothetical protein
NC_007604,2201697,-,-,Synpcc7942_2119,"RNA methyltransferase TrmH, group 3"
NC_007604,2202116,-,-,Synpcc7942_2120,ribonuclease III
NC_007604,2202509,-,-,Synpcc7942_2121,"anti-anti-sigma regulatory factor, SpoIIAA"
NC_007604,2203735,-,-,Synpcc7942_2122,carbamoyl phosphate synthase small subunit
NC_007604,2204847,-,trpD,Synpcc7942_2123,anthranilate phosphoribosyltransferase
NC_007604,2205879,-,-,Synpcc7942_2124,acetylpolyamine aminohydolase
NC_007604,2206002,+,-,Synpcc7942_2125,hypothetical protein
NC_007604,2206804,-,-,Synpcc7942_2126,hypothetical protein
NC_007604,2207155,+,-,Synpcc7942_2127,phycobilisome degradation protein NblA
NC_007604,2208081,-,-,Synpcc7942_2128,thioredoxin
NC_007604,2208084,+,-,Synpcc7942_2129,iron-sulfur cluster binding protein
NC_007604,2208559,+,-,Synpcc7942_2130,hypothetical protein
NC_007604,2211255,-,-,Synpcc7942_2131,soluble lytic transglycosylase
NC_007604,2211380,+,glmM,Synpcc7942_2132,phosphoglucosamine mutase
NC_007604,2213523,-,-,Synpcc7942_2133,hypothetical protein
NC_007604,2214708,-,-,Synpcc7942_2134,cell wall hydrolase/autolysin
NC_007604,2215465,-,-,Synpcc7942_2135,hypothetical protein
NC_007604,2216287,-,-,Synpcc7942_2136,dihydrodipicolinate reductase
NC_007604,2216564,+,-,Synpcc7942_2137,magnesium chelatase subunit H
NC_007604,2221848,+,-,Synpcc7942_2138,hypothetical protein
NC_007604,2223602,+,-,Synpcc7942_2139,glutathione S-transferase
NC_007604,2224311,+,-,Synpcc7942_2140,cytidine deaminase
NC_007604,2226031,+,-,Synpcc7942_2141,hypothetical protein
NC_007604,2226803,-,-,Synpcc7942_2142,translation initiation factor Sui1
NC_007604,2226908,+,-,Synpcc7942_2143,tryptophan synthase subunit beta
NC_007604,2229022,-,-,Synpcc7942_2144,nuclease
NC_007604,2229910,-,-,Synpcc7942_2145,hypothetical protein
NC_007604,2230009,+,-,Synpcc7942_2146,hypothetical protein
NC_007604,2230316,+,-,Synpcc7942_2147,hypothetical protein
NC_007604,2230823,+,-,Synpcc7942_2148,ATPase
NC_007604,2231846,+,-,Synpcc7942_2149,ABC-2 type transport system permease
NC_007604,2232922,+,-,Synpcc7942_2150,penicillin V acylase
NC_007604,2236354,-,-,Synpcc7942_2151,cellulose synthase
NC_007604,2237643,-,-,Synpcc7942_2152,hypothetical protein
NC_007604,2237948,+,-,Synpcc7942_2153,hypothetical protein
NC_007604,2238732,-,-,Synpcc7942_2154,hypothetical protein
NC_007604,2239176,-,-,Synpcc7942_2155,hypothetical protein
NC_007604,2240732,-,-,Synpcc7942_2156,L-glutamine synthetase
NC_007604,2241084,-,-,Synpcc7942_2157,hypothetical protein
NC_007604,2241105,+,-,Synpcc7942_2158,allophycocyanin subunit beta
NC_007604,2241719,+,-,Synpcc7942_2159,hypothetical protein
NC_007604,2242713,+,-,Synpcc7942_2160,alanine-glyoxylate aminotransferase
NC_007604,2243880,+,-,Synpcc7942_2161,hypothetical protein
NC_007604,2244940,-,-,Synpcc7942_2162,hypothetical protein
NC_007604,2245037,+,-,Synpcc7942_2163,hypothetical protein
NC_007604,2245607,+,-,Synpcc7942_2164,cell death suppressor protein Lls1-like protein
NC_007604,2247369,-,-,Synpcc7942_2165,hypothetical protein
NC_007604,2247857,-,-,Synpcc7942_2166,hypothetical protein
NC_007604,2248468,-,-,Synpcc7942_2167,hypothetical protein
NC_007604,2248681,+,-,Synpcc7942_2168,ATP-dependent DNA helicase Rep
NC_007604,2251483,-,-,Synpcc7942_2169,hypothetical protein
NC_007604,2251548,+,-,Synpcc7942_2170,ferric uptake regulator family protein
NC_007604,2252731,-,-,Synpcc7942_2171,starvation induced DNA binding protein
NC_007604,2252095,+,-,Synpcc7942_2172,hypothetical protein
NC_007604,2253218,+,-,Synpcc7942_2173,hypothetical protein
NC_007604,2253779,+,-,Synpcc7942_2174,Crp/Fnr family transcriptional regulator
NC_007604,2255847,-,-,Synpcc7942_2175,transport system substrate-binding protein
NC_007604,2257096,-,-,Synpcc7942_2176,hypothetical protein
NC_007604,2257143,+,-,Synpcc7942_2177,integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD
NC_007604,2258395,-,-,Synpcc7942_2178,hypothetical protein
NC_007604,2259359,-,-,Synpcc7942_2179,lipid kinase
NC_007604,2259927,-,-,Synpcc7942_2180,bacterioferritin comigratory protein
NC_007604,2261191,-,-,Synpcc7942_2181,hypothetical protein
NC_007604,2261433,-,-,Synpcc7942_2182,hypothetical protein
NC_007604,2262335,-,-,Synpcc7942_2183,RNase HI
NC_007604,2262518,+,-,Synpcc7942_2184,hypothetical protein
NC_007604,2263335,+,-,Synpcc7942_2185,hypothetical protein
NC_007604,2264073,+,-,Synpcc7942_2186,Na+/H+-exchanging protein
NC_007604,2266130,-,-,Synpcc7942_2187,hypothetical protein
NC_007604,2267534,-,-,Synpcc7942_2188,isochorismate synthase
NC_007604,2267619,+,-,Synpcc7942_2189,hypothetical protein
NC_007604,2267883,+,-,Synpcc7942_2190,methionine sulfoxide reductase B
NC_007604,2269154,-,-,Synpcc7942_2191,hypothetical protein
NC_007604,2269294,+,-,Synpcc7942_2192,diguanylate cyclase
NC_007604,2272655,-,-,Synpcc7942_2193,metal dependent phosphohydrolase
NC_007604,2273002,-,-,Synpcc7942_2194,hypothetical protein
NC_007604,2274900,-,-,Synpcc7942_2195,adenylate/guanylate cyclase
NC_007604,2275545,-,-,Synpcc7942_2196,hypothetical protein
NC_007604,2275683,+,-,Synpcc7942_2197,gamma-glutamyl kinase
NC_007604,2276800,+,-,Synpcc7942_2198,hypothetical protein
NC_007604,2280528,-,-,Synpcc7942_2199,DNA polymerase III subunit alpha
NC_007604,2281199,-,-,Synpcc7942_2200,hypothetical protein
NC_007604,2281288,-,-,Synpcc7942_R0008,Ser tRNA
NC_007604,2282547,-,alr,Synpcc7942_2201,alanine racemase
NC_007604,2282672,+,-,Synpcc7942_2202,HNH nuclease
NC_007604,2284289,-,prfA,Synpcc7942_2203,peptide chain release factor 1
NC_007604,2284645,-,rpmE,Synpcc7942_2204,50S ribosomal protein L31
NC_007604,2285062,-,rpsI,Synpcc7942_2205,30S ribosomal protein S9
NC_007604,2285517,-,rplM,Synpcc7942_2206,50S ribosomal protein L13
NC_007604,2286417,-,truA,Synpcc7942_2207,tRNA pseudouridine synthase A
NC_007604,2286805,-,rplQ,Synpcc7942_2208,50S ribosomal protein L17
NC_007604,2287780,-,-,Synpcc7942_2209,DNA-directed RNA polymerase subunit alpha
NC_007604,2288242,-,-,Synpcc7942_2210,30S ribosomal protein S11
NC_007604,2288620,-,rpsM,Synpcc7942_2211,30S ribosomal protein S13
NC_007604,2288888,-,rpmJ,Synpcc7942_2212,50S ribosomal protein L36
NC_007604,2289522,-,adk,Synpcc7942_2213,adenylate kinase
NC_007604,2290927,-,secY,Synpcc7942_2214,preprotein translocase subunit SecY
NC_007604,2291407,-,rplO,Synpcc7942_2215,50S ribosomal protein L15
NC_007604,2291989,-,rpsE,Synpcc7942_2216,30S ribosomal protein S5
NC_007604,2292352,-,rplR,Synpcc7942_2217,50S ribosomal protein L18
NC_007604,2292927,-,rplF,Synpcc7942_2218,50S ribosomal protein L6
NC_007604,2293329,-,rpsH,Synpcc7942_2219,30S ribosomal protein S8
NC_007604,2293938,-,rplE,Synpcc7942_2220,50S ribosomal protein L5
NC_007604,2294280,-,rplX,Synpcc7942_2221,50S ribosomal protein L24
NC_007604,2294645,-,rplN,Synpcc7942_2222,50S ribosomal protein L14
NC_007604,2294918,-,rpsQ,Synpcc7942_2223,30S ribosomal protein S17
NC_007604,2295134,-,-,Synpcc7942_2224,50S ribosomal protein L29
NC_007604,2295573,-,rplP,Synpcc7942_2225,50S ribosomal protein L16
NC_007604,2296308,-,rpsC,Synpcc7942_2226,30S ribosomal protein S3
NC_007604,2296686,-,rplV,Synpcc7942_2227,50S ribosomal protein L22
NC_007604,2297008,-,rpsS,Synpcc7942_2228,30S ribosomal protein S19
NC_007604,2297875,-,rplB,Synpcc7942_2229,50S ribosomal protein L2
NC_007604,2298207,-,rplW,Synpcc7942_2230,50S ribosomal protein L23
NC_007604,2298832,-,rplD,Synpcc7942_2231,50S ribosomal protein L4
NC_007604,2299788,-,rplC,Synpcc7942_2232,50S ribosomal protein L3
NC_007604,2300113,-,-,Synpcc7942_2233,hypothetical protein
NC_007604,2299964,+,-,Synpcc7942_2234,NADH dehydrogenase I subunit N
NC_007604,2300665,+,trmD,Synpcc7942_2235,tRNA (guanine-N(1)-)-methyltransferase
NC_007604,2303044,-,-,Synpcc7942_2236,ATPase
NC_007604,2303487,-,-,Synpcc7942_2237,hypothetical protein
NC_007604,2305044,-,-,Synpcc7942_2238,glucose transport protein
NC_007604,2305791,-,-,Synpcc7942_2239,hypothetical protein
NC_007604,2305961,+,-,Synpcc7942_2240,hypothetical protein
NC_007604,2306546,+,-,Synpcc7942_2241,hypothetical protein
NC_007604,2308246,-,-,Synpcc7942_2242,histidine kinase
NC_007604,2309497,-,-,Synpcc7942_2243,glutamate-5-semialdehyde dehydrogenase
NC_007604,2309726,-,-,Synpcc7942_R0009,Gly tRNA
NC_007604,2310334,-,ribH,Synpcc7942_2244,"6,7-dimethyl-8-ribityllumazine synthase"
NC_007604,2310629,-,psbZ,Synpcc7942_2245,photosystem II reaction center protein Z
NC_007604,2310738,+,-,Synpcc7942_2246,hypothetical protein
NC_007604,2312310,+,-,Synpcc7942_2247,DNA mismatch repair protein MutS
NC_007604,2315727,-,-,Synpcc7942_2248,nucleoid protein Hbs
NC_007604,2316487,-,-,Synpcc7942_2249,S-adenosylmethionine decarboxylase proenzyme
NC_007604,2318238,-,recF,Synpcc7942_2250,recombination protein F
NC_007604,2318309,+,-,Synpcc7942_R0010,Arg tRNA
NC_007604,2318919,-,-,Synpcc7942_2251,hypothetical protein
NC_007604,2321980,-,-,Synpcc7942_2252,phosphoenolpyruvate carboxylase
NC_007604,2323352,-,-,Synpcc7942_2253,glutamate--cysteine ligase
NC_007604,2324842,-,-,Synpcc7942_2254,hypothetical protein
NC_007604,2325519,+,-,Synpcc7942_2255,hypothetical protein
NC_007604,2326615,-,-,Synpcc7942_2256,hypothetical protein
NC_007604,2326832,-,-,Synpcc7942_2257,hypothetical protein
NC_007604,2327013,+,avtA,Synpcc7942_2258,valine--pyruvate transaminase
NC_007604,2328297,+,rimM,Synpcc7942_2259,16S rRNA-processing protein RimM
NC_007604,2329448,-,-,Synpcc7942_2260,hypothetical protein
NC_007604,2329790,-,-,Synpcc7942_2261,periplasmic divalent cation tolerance protein
NC_007604,2331199,-,-,Synpcc7942_2262,hypothetical protein
NC_007604,2332541,-,hisS,Synpcc7942_2263,histidyl-tRNA synthetase
NC_007604,2332929,-,-,Synpcc7942_2264,LuxR family transcriptional regulator
NC_007604,2333329,+,proA,Synpcc7942_2265,gamma-glutamyl phosphate reductase
NC_007604,2335718,-,-,Synpcc7942_2266,periplasmic polyamine-binding protein of ABC transporter
NC_007604,2335846,+,-,Synpcc7942_2267,hypothetical protein
NC_007604,2337217,-,-,Synpcc7942_2268,hypothetical protein
NC_007604,2337944,-,-,Synpcc7942_2269,hypothetical protein
NC_007604,2339007,-,-,Synpcc7942_2270,glucanase
NC_007604,2339596,-,-,Synpcc7942_2271,ADP-ribose pyrophosphatase
NC_007604,2340126,-,-,Synpcc7942_2272,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NC_007604,2340153,+,-,Synpcc7942_2273,hypothetical protein
NC_007604,2340963,+,-,Synpcc7942_2274,protoporphyrin IX magnesium-chelatase
NC_007604,2343582,+,-,Synpcc7942_R0011,Arg tRNA
NC_007604,2343631,+,-,Synpcc7942_2275,hypothetical protein
NC_007604,2344334,-,-,Synpcc7942_2276,hypothetical protein
NC_007604,2344899,-,-,Synpcc7942_2277,hypothetical protein
NC_007604,2345093,+,-,Synpcc7942_2278,hypothetical protein
NC_007604,2347594,+,-,Synpcc7942_2279,ammonium transporter
NC_007604,2350167,-,-,Synpcc7942_2280,TPR repeat-containing protein
NC_007604,2350198,+,-,Synpcc7942_2281,hypothetical protein
NC_007604,2353015,-,-,Synpcc7942_2282,GAF sensor signal transduction histidine kinase
NC_007604,2353111,+,-,Synpcc7942_2283,hypothetical protein
NC_007604,2354772,-,-,Synpcc7942_2284,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase"
NC_007604,2355848,-,-,Synpcc7942_2285,glycerol dehydrogenase
NC_007604,2357059,-,-,Synpcc7942_2286,hypothetical protein
NC_007604,2358142,-,-,Synpcc7942_2287,hypothetical protein
NC_007604,2358698,-,-,Synpcc7942_2288,phosphatase kdsC
NC_007604,2359549,-,-,Synpcc7942_2289,2-dehydro-3-deoxyphosphooctonate aldolase
NC_007604,2360265,-,-,Synpcc7942_2290,3-deoxy-manno-octulosonate cytidylyltransferase
NC_007604,2361251,-,-,Synpcc7942_2291,KpsF/GutQ family protein
NC_007604,2361401,+,-,Synpcc7942_2292,hypothetical protein
NC_007604,2363670,+,-,Synpcc7942_2293,hypothetical protein
NC_007604,2364152,+,-,Synpcc7942_2294,hypothetical protein
NC_007604,2364988,+,-,Synpcc7942_2295,hypothetical protein
NC_007604,2367376,-,-,Synpcc7942_2296,L-glutamine synthetase
NC_007604,2368721,-,-,Synpcc7942_2297,transaldolase/EF-hand domain-containing protein
NC_007604,2368966,+,ruvA,Synpcc7942_2298,Holliday junction DNA helicase RuvA
NC_007604,2369635,+,rpsO,Synpcc7942_2299,30S ribosomal protein S15
NC_007604,2369910,+,-,Synpcc7942_2300,hypothetical protein
NC_007604,2370542,+,-,Synpcc7942_2301,hypothetical protein
NC_007604,2371247,-,-,Synpcc7942_2302,hypothetical protein
NC_007604,2371417,+,-,Synpcc7942_2303,dihydropteroate synthase
NC_007604,2372353,+,ppnK,Synpcc7942_2304,inorganic polyphosphate/ATP-NAD kinase
NC_007604,2373308,+,-,Synpcc7942_2305,two component transcriptional regulator
NC_007604,2374134,+,-,Synpcc7942_2306,molecular chaperone DnaJ
NC_007604,2374725,+,-,Synpcc7942_2307,hypothetical protein
NC_007604,2375865,+,gcvT,Synpcc7942_2308,glycine cleavage system aminomethyltransferase T
NC_007604,2377715,-,-,Synpcc7942_2309,thioredoxin peroxidase
NC_007604,2379247,-,-,Synpcc7942_2310,"L-2,4-diaminobutyrate decarboxylase"
NC_007604,2379533,-,-,Synpcc7942_R0012,Arg tRNA
NC_007604,2380381,-,-,Synpcc7942_2311,hypothetical protein
NC_007604,2380457,+,-,Synpcc7942_2312,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NC_007604,2383248,-,groEL,Synpcc7942_2313,molecular chaperone GroEL
NC_007604,2383631,-,groES,Synpcc7942_2314,co-chaperonin GroES
NC_007604,2383855,+,-,Synpcc7942_2315,ATP synthase F0F1 subunit beta
NC_007604,2385395,+,atpC,Synpcc7942_2316,ATP synthase F0F1 subunit epsilon
NC_007604,2388576,-,-,Synpcc7942_2317,heavy metal translocating P-type ATPase
NC_007604,2388749,+,-,Synpcc7942_2318,hypothetical protein
NC_007604,2389409,+,-,Synpcc7942_2319,XRE family transcriptional regulator
NC_007604,2389796,+,-,Synpcc7942_2320,hypothetical protein
NC_007604,2390121,+,-,Synpcc7942_2321,photosystem I assembly protein Ycf3
NC_007604,2390654,+,-,Synpcc7942_2322,aspartyl/glutamyl-tRNA amidotransferase subunit C
NC_007604,2391109,+,-,Synpcc7942_2323,glutaredoxin GrxC
NC_007604,2391369,+,-,Synpcc7942_2324,glutathione synthetase
NC_007604,2393094,-,-,Synpcc7942_2325,PBS lyase
NC_007604,2393509,+,-,Synpcc7942_2326,hypothetical protein
NC_007604,2394768,-,-,Synpcc7942_2327,hypothetical protein
NC_007604,2394836,+,-,Synpcc7942_2328,TPR repeat-containing protein
NC_007604,2397198,-,-,Synpcc7942_2329,metal dependent phosphohydrolase
NC_007604,2398428,-,-,Synpcc7942_2330,C-terminal processing peptidase-2
NC_007604,2398625,+,-,Synpcc7942_2331,cytochrome b6
NC_007604,2399273,+,-,Synpcc7942_2332,cytochrome b6-f complex subunit IV
NC_007604,2401338,-,-,Synpcc7942_2333,opcA protein
NC_007604,2402920,-,-,Synpcc7942_2334,glucose-6-phosphate 1-dehydrogenase
NC_007604,2404199,-,-,Synpcc7942_2335,"fructose-1,6-bisphosphatase"
NC_007604,2404389,-,-,Synpcc7942_2336,hypothetical protein
NC_007604,2405550,-,-,Synpcc7942_2337,N-acetylmuramoyl-L-alanine amidase
NC_007604,2405849,+,-,Synpcc7942_2338,hypothetical protein
NC_007604,2406813,+,-,Synpcc7942_2339,bifunctional ADP-heptose synthase
NC_007604,2407881,+,engA,Synpcc7942_2340,GTP-binding protein EngA
NC_007604,2409252,+,-,Synpcc7942_2341,cobalt transport system permease
NC_007604,2411022,-,-,Synpcc7942_2342,photosystem I reaction center protein subunit XI
NC_007604,2411139,-,psaI,Synpcc7942_2343,photosystem I reaction center subunit VIII
NC_007604,2411499,+,-,Synpcc7942_2344,hypothetical protein
NC_007604,2413211,-,-,Synpcc7942_2345,hypothetical protein
NC_007604,2413356,+,-,Synpcc7942_2346,HAD family hydrolase
NC_007604,2415214,-,-,Synpcc7942_2347,hypothetical protein
NC_007604,2415233,+,queA,Synpcc7942_2348,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NC_007604,2416387,+,-,Synpcc7942_2349,twitching motility protein
NC_007604,2418477,-,-,Synpcc7942_2350,translation factor SUA5
NC_007604,2418310,+,-,Synpcc7942_2351,hypothetical protein
NC_007604,2420198,-,-,Synpcc7942_2352,sigma 54 modulation protein / SSU ribosomal protein S30P
NC_007604,2420388,+,lipB,Synpcc7942_2353,lipoyltransferase
NC_007604,2421733,-,-,Synpcc7942_2354,peptidylprolyl isomerase
NC_007604,2422192,-,-,Synpcc7942_2355,hypothetical protein
NC_007604,2422821,-,-,Synpcc7942_2356,Crp/Fnr family transcriptional regulator
NC_007604,2424446,-,-,Synpcc7942_2357,hypothetical protein
NC_007604,2424522,+,-,Synpcc7942_2358,nitrilase-like protein
NC_007604,2425353,+,-,Synpcc7942_2359,Na+/H+ antiporter
NC_007604,2426823,+,-,Synpcc7942_2360,N-acetylmuramoyl-L-alanine amidase
NC_007604,2427870,+,-,Synpcc7942_2361,glutamate racemase
NC_007604,2428740,+,-,Synpcc7942_2362,trans-hexaprenyltranstransferase
NC_007604,2430161,-,-,Synpcc7942_2363,hypothetical protein
NC_007604,2430767,-,-,Synpcc7942_2364,hypothetical protein
NC_007604,2430758,+,prfC,Synpcc7942_2365,peptide chain release factor 3
NC_007604,2432879,-,-,Synpcc7942_2366,hypothetical protein
NC_007604,2433454,-,-,Synpcc7942_2367,hypothetical protein
NC_007604,2433493,+,-,Synpcc7942_R0013,His tRNA
NC_007604,2433890,+,-,Synpcc7942_2368,secretion protein HlyD
NC_007604,2435041,+,-,Synpcc7942_2369,hydrophobe/amphiphile efflux-1 HAE1
NC_007604,2438232,+,-,Synpcc7942_2370,hypothetical protein
NC_007604,2439246,-,-,Synpcc7942_2371,UDP-N-acetylglucosamine acyltransferase
NC_007604,2440336,-,-,Synpcc7942_2372,hypothetical protein
NC_007604,2441373,-,-,Synpcc7942_2373,hypothetical protein
NC_007604,2441447,+,-,Synpcc7942_2374,(dimethylallyl)adenosine tRNA methylthiotransferase
NC_007604,2442837,+,ddl,Synpcc7942_2375,D-alanyl-alanine synthetase A
NC_007604,2443884,+,-,Synpcc7942_2376,hypothetical protein
NC_007604,2444319,+,-,Synpcc7942_2377,cell division protein FtsQ
NC_007604,2445387,+,-,Synpcc7942_2378,cell division protein FtsZ
NC_007604,2446568,+,-,Synpcc7942_2379,phosphomethylpyrimidine kinase
